Sentence,Groups,PatternType
which girl did a classmate of ruin him ?,NS,Wh-interrogatives
which girl did a classmate of ruin john ?,NS,Wh-interrogatives
which girl did a classmate of ruin my friend ?,NS,Wh-interrogatives
which girl did a classmate of betray him ?,NS,Wh-interrogatives
which girl did a classmate of betray john ?,NS,Wh-interrogatives
which girl did a classmate of betray my friend ?,NS,Wh-interrogatives
which girl did a classmate of look at him ?,NS,Wh-interrogatives
which girl did a classmate of look at john ?,NS,Wh-interrogatives
which girl did a classmate of look at my friend ?,NS,Wh-interrogatives
which girl did the sister of scare him ?,NS,Wh-interrogatives
which girl did the sister of scare john ?,NS,Wh-interrogatives
which girl did the sister of scare my friend ?,NS,Wh-interrogatives
which girl did the sister of endanger him ?,NS,Wh-interrogatives
which girl did the sister of endanger john ?,NS,Wh-interrogatives
which girl did the sister of endanger my friend ?,NS,Wh-interrogatives
which girl did the sister of ruin him ?,NS,Wh-interrogatives
which girl did the sister of ruin john ?,NS,Wh-interrogatives
which girl did the sister of ruin my friend ?,NS,Wh-interrogatives
which girl did the sister of betray him ?,NS,Wh-interrogatives
which girl did the sister of betray john ?,NS,Wh-interrogatives
which girl did the sister of betray my friend ?,NS,Wh-interrogatives
which girl did the sister of look at him ?,NS,Wh-interrogatives
which girl did the sister of look at john ?,NS,Wh-interrogatives
which girl did the sister of look at my friend ?,NS,Wh-interrogatives
which girl did a portrait of scare him ?,NS,Wh-interrogatives
which girl did a portrait of scare john ?,NS,Wh-interrogatives
which girl did a portrait of scare my friend ?,NS,Wh-interrogatives
which girl did a portrait of endanger him ?,NS,Wh-interrogatives
which girl did a portrait of endanger john ?,NS,Wh-interrogatives
which girl did a portrait of endanger my friend ?,NS,Wh-interrogatives
which girl did a portrait of ruin him ?,NS,Wh-interrogatives
which girl did a portrait of ruin john ?,NS,Wh-interrogatives
which girl did a portrait of ruin my friend ?,NS,Wh-interrogatives
which girl did a portrait of betray him ?,NS,Wh-interrogatives
which girl did a portrait of betray john ?,NS,Wh-interrogatives
which girl did a portrait of betray my friend ?,NS,Wh-interrogatives
which girl did a portrait of look at him ?,NS,Wh-interrogatives
which girl did a portrait of look at john ?,NS,Wh-interrogatives
which girl did a portrait of look at my friend ?,NS,Wh-interrogatives
which girl did a friend with scare him ?,NS,Wh-interrogatives
which girl did a friend with scare john ?,NS,Wh-interrogatives
which girl did a friend with scare my friend ?,NS,Wh-interrogatives
which girl did a friend with endanger him ?,NS,Wh-interrogatives
which girl did a friend with endanger john ?,NS,Wh-interrogatives
which girl did a friend with endanger my friend ?,NS,Wh-interrogatives
which girl did a friend with ruin him ?,NS,Wh-interrogatives
which girl did a friend with ruin john ?,NS,Wh-interrogatives
which girl did a friend with ruin my friend ?,NS,Wh-interrogatives
which girl did a friend with betray him ?,NS,Wh-interrogatives
which girl did a friend with betray john ?,NS,Wh-interrogatives
which girl did a friend with betray my friend ?,NS,Wh-interrogatives
which girl did a friend with look at him ?,NS,Wh-interrogatives
which girl did a friend with look at john ?,NS,Wh-interrogatives
which girl did a friend with look at my friend ?,NS,Wh-interrogatives
did a classmate of her scare him ?,NS,Y/N-interrogatives
did a classmate of her scare john ?,NS,Y/N-interrogatives
did a classmate of her scare my friend ?,NS,Y/N-interrogatives
did a classmate of her endanger him ?,NS,Y/N-interrogatives
did a classmate of her endanger john ?,NS,Y/N-interrogatives
did a classmate of her endanger my friend ?,NS,Y/N-interrogatives
did a classmate of her ruin him ?,NS,Y/N-interrogatives
did a classmate of her ruin john ?,NS,Y/N-interrogatives
did a classmate of her ruin my friend ?,NS,Y/N-interrogatives
did a classmate of her betray him ?,NS,Y/N-interrogatives
did a classmate of her betray john ?,NS,Y/N-interrogatives
did a classmate of her betray my friend ?,NS,Y/N-interrogatives
did a classmate of her look at him ?,NS,Y/N-interrogatives
did a classmate of her look at john ?,NS,Y/N-interrogatives
did a classmate of her look at my friend ?,NS,Y/N-interrogatives
did a classmate of mary scare him ?,NS,Y/N-interrogatives
did a classmate of mary scare john ?,NS,Y/N-interrogatives
did a classmate of mary scare my friend ?,NS,Y/N-interrogatives
did a classmate of mary endanger him ?,NS,Y/N-interrogatives
did a classmate of mary endanger john ?,NS,Y/N-interrogatives
did a classmate of mary endanger my friend ?,NS,Y/N-interrogatives
did a classmate of mary ruin him ?,NS,Y/N-interrogatives
did a classmate of mary ruin john ?,NS,Y/N-interrogatives
did a classmate of mary ruin my friend ?,NS,Y/N-interrogatives
did a classmate of mary betray him ?,NS,Y/N-interrogatives
did a classmate of mary betray john ?,NS,Y/N-interrogatives
did a classmate of mary betray my friend ?,NS,Y/N-interrogatives
did a classmate of mary look at him ?,NS,Y/N-interrogatives
did a classmate of mary look at john ?,NS,Y/N-interrogatives
did a classmate of mary look at my friend ?,NS,Y/N-interrogatives
did a classmate of my sister scare him ?,NS,Y/N-interrogatives
did a classmate of my sister scare john ?,NS,Y/N-interrogatives
did a classmate of my sister scare my friend ?,NS,Y/N-interrogatives
did a classmate of my sister endanger him ?,NS,Y/N-interrogatives
did a classmate of my sister endanger john ?,NS,Y/N-interrogatives
did a classmate of my sister endanger my friend ?,NS,Y/N-interrogatives
did a classmate of my sister ruin him ?,NS,Y/N-interrogatives
did a classmate of my sister ruin john ?,NS,Y/N-interrogatives
did a classmate of my sister ruin my friend ?,NS,Y/N-interrogatives
did a classmate of my sister betray him ?,NS,Y/N-interrogatives
did a classmate of my sister betray john ?,NS,Y/N-interrogatives
did a classmate of my sister betray my friend ?,NS,Y/N-interrogatives
did a classmate of my sister look at him ?,NS,Y/N-interrogatives
did a classmate of my sister look at john ?,NS,Y/N-interrogatives
did a classmate of my sister look at my friend ?,NS,Y/N-interrogatives
did the sister of her scare him ?,NS,Y/N-interrogatives
did the sister of her scare john ?,NS,Y/N-interrogatives
did the sister of her scare my friend ?,NS,Y/N-interrogatives
did the sister of her endanger him ?,NS,Y/N-interrogatives
did the sister of her endanger john ?,NS,Y/N-interrogatives
did the sister of her endanger my friend ?,NS,Y/N-interrogatives
did the sister of her ruin him ?,NS,Y/N-interrogatives
did the sister of her ruin john ?,NS,Y/N-interrogatives
did the sister of her ruin my friend ?,NS,Y/N-interrogatives
did the sister of her betray him ?,NS,Y/N-interrogatives
did the sister of her betray john ?,NS,Y/N-interrogatives
did the sister of her betray my friend ?,NS,Y/N-interrogatives
did the sister of her look at him ?,NS,Y/N-interrogatives
did the sister of her look at john ?,NS,Y/N-interrogatives
did the sister of her look at my friend ?,NS,Y/N-interrogatives
did the sister of mary scare him ?,NS,Y/N-interrogatives
did the sister of mary scare john ?,NS,Y/N-interrogatives
did the sister of mary scare my friend ?,NS,Y/N-interrogatives
did the sister of mary endanger him ?,NS,Y/N-interrogatives
did the sister of mary endanger john ?,NS,Y/N-interrogatives
did the sister of mary endanger my friend ?,NS,Y/N-interrogatives
did the sister of mary ruin him ?,NS,Y/N-interrogatives
did the sister of mary ruin john ?,NS,Y/N-interrogatives
did the sister of mary ruin my friend ?,NS,Y/N-interrogatives
did the sister of mary betray him ?,NS,Y/N-interrogatives
did the sister of mary betray john ?,NS,Y/N-interrogatives
did the sister of mary betray my friend ?,NS,Y/N-interrogatives
did the sister of mary look at him ?,NS,Y/N-interrogatives
did the sister of mary look at john ?,NS,Y/N-interrogatives
did the sister of mary look at my friend ?,NS,Y/N-interrogatives
did the sister of my sister scare him ?,NS,Y/N-interrogatives
did the sister of my sister scare john ?,NS,Y/N-interrogatives
did the sister of my sister scare my friend ?,NS,Y/N-interrogatives
did the sister of my sister endanger him ?,NS,Y/N-interrogatives
did the sister of my sister endanger john ?,NS,Y/N-interrogatives
did the sister of my sister endanger my friend ?,NS,Y/N-interrogatives
did the sister of my sister ruin him ?,NS,Y/N-interrogatives
did the sister of my sister ruin john ?,NS,Y/N-interrogatives
did the sister of my sister ruin my friend ?,NS,Y/N-interrogatives
did the sister of my sister betray him ?,NS,Y/N-interrogatives
did the sister of my sister betray john ?,NS,Y/N-interrogatives
did the sister of my sister betray my friend ?,NS,Y/N-interrogatives
did the sister of my sister look at him ?,NS,Y/N-interrogatives
did the sister of my sister look at john ?,NS,Y/N-interrogatives
did the sister of my sister look at my friend ?,NS,Y/N-interrogatives
did a portrait of her scare him ?,NS,Y/N-interrogatives
did a portrait of her scare john ?,NS,Y/N-interrogatives
did a portrait of her scare my friend ?,NS,Y/N-interrogatives
did a portrait of her endanger him ?,NS,Y/N-interrogatives
did a portrait of her endanger john ?,NS,Y/N-interrogatives
did a portrait of her endanger my friend ?,NS,Y/N-interrogatives
did a portrait of her ruin him ?,NS,Y/N-interrogatives
did a portrait of her ruin john ?,NS,Y/N-interrogatives
did a portrait of her ruin my friend ?,NS,Y/N-interrogatives
did a portrait of her betray him ?,NS,Y/N-interrogatives
did a portrait of her betray john ?,NS,Y/N-interrogatives
did a portrait of her betray my friend ?,NS,Y/N-interrogatives
did a portrait of her look at him ?,NS,Y/N-interrogatives
did a portrait of her look at john ?,NS,Y/N-interrogatives
did a portrait of her look at my friend ?,NS,Y/N-interrogatives
did a portrait of mary scare him ?,NS,Y/N-interrogatives
did a portrait of mary scare john ?,NS,Y/N-interrogatives
did a portrait of mary scare my friend ?,NS,Y/N-interrogatives
did a portrait of mary endanger him ?,NS,Y/N-interrogatives
did a portrait of mary endanger john ?,NS,Y/N-interrogatives
did a portrait of mary endanger my friend ?,NS,Y/N-interrogatives
did a portrait of mary ruin him ?,NS,Y/N-interrogatives
did a portrait of mary ruin john ?,NS,Y/N-interrogatives
did a portrait of mary ruin my friend ?,NS,Y/N-interrogatives
did a portrait of mary betray him ?,NS,Y/N-interrogatives
did a portrait of mary betray john ?,NS,Y/N-interrogatives
did a portrait of mary betray my friend ?,NS,Y/N-interrogatives
did a portrait of mary look at him ?,NS,Y/N-interrogatives
did a portrait of mary look at john ?,NS,Y/N-interrogatives
did a portrait of mary look at my friend ?,NS,Y/N-interrogatives
did a portrait of my sister scare him ?,NS,Y/N-interrogatives
did a portrait of my sister scare john ?,NS,Y/N-interrogatives
did a portrait of my sister scare my friend ?,NS,Y/N-interrogatives
did a portrait of my sister endanger him ?,NS,Y/N-interrogatives
did a portrait of my sister endanger john ?,NS,Y/N-interrogatives
did a portrait of my sister endanger my friend ?,NS,Y/N-interrogatives
did a portrait of my sister ruin him ?,NS,Y/N-interrogatives
did a portrait of my sister ruin john ?,NS,Y/N-interrogatives
did a portrait of my sister ruin my friend ?,NS,Y/N-interrogatives
did a portrait of my sister betray him ?,NS,Y/N-interrogatives
did a portrait of my sister betray john ?,NS,Y/N-interrogatives
did a portrait of my sister betray my friend ?,NS,Y/N-interrogatives
did a portrait of my sister look at him ?,NS,Y/N-interrogatives
did a portrait of my sister look at john ?,NS,Y/N-interrogatives
did a portrait of my sister look at my friend ?,NS,Y/N-interrogatives
did a friend with her scare him ?,NS,Y/N-interrogatives
did a friend with her scare john ?,NS,Y/N-interrogatives
did a friend with her scare my friend ?,NS,Y/N-interrogatives
did a friend with her endanger him ?,NS,Y/N-interrogatives
did a friend with her endanger john ?,NS,Y/N-interrogatives
did a friend with her endanger my friend ?,NS,Y/N-interrogatives
did a friend with her ruin him ?,NS,Y/N-interrogatives
did a friend with her ruin john ?,NS,Y/N-interrogatives
did a friend with her ruin my friend ?,NS,Y/N-interrogatives
did a friend with her betray him ?,NS,Y/N-interrogatives
did a friend with her betray john ?,NS,Y/N-interrogatives
did a friend with her betray my friend ?,NS,Y/N-interrogatives
did a friend with her look at him ?,NS,Y/N-interrogatives
did a friend with her look at john ?,NS,Y/N-interrogatives
did a friend with her look at my friend ?,NS,Y/N-interrogatives
did a friend with mary scare him ?,NS,Y/N-interrogatives
did a friend with mary scare john ?,NS,Y/N-interrogatives
did a friend with mary scare my friend ?,NS,Y/N-interrogatives
did a friend with mary endanger him ?,NS,Y/N-interrogatives
did a friend with mary endanger john ?,NS,Y/N-interrogatives
did a friend with mary endanger my friend ?,NS,Y/N-interrogatives
did a friend with mary ruin him ?,NS,Y/N-interrogatives
did a friend with mary ruin john ?,NS,Y/N-interrogatives
did a friend with mary ruin my friend ?,NS,Y/N-interrogatives
did a friend with mary betray him ?,NS,Y/N-interrogatives
did a friend with mary betray john ?,NS,Y/N-interrogatives
did a friend with mary betray my friend ?,NS,Y/N-interrogatives
did a friend with mary look at him ?,NS,Y/N-interrogatives
did a friend with mary look at john ?,NS,Y/N-interrogatives
did a friend with mary look at my friend ?,NS,Y/N-interrogatives
did a friend with my sister scare him ?,NS,Y/N-interrogatives
did a friend with my sister scare john ?,NS,Y/N-interrogatives
did a friend with my sister scare my friend ?,NS,Y/N-interrogatives
